StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q43,Q6,Read,Read Justification,Read Rationale,Build,Build Justification,Build Rationale,Paint,Paint Justification,Paint Rationale,Talk,Talk Justification,Talk Rationale,Zerpie,Zerpie Justification,Zerpie Rationale,Learn,Learn Justification,Learn Rationale,Eat,Eat Justification,Eat Rationale,Dance,Dance Justification,Dance Rationale,Attention Check 1,Attention Check 2,Reflection,Age,Gender,Race,Language,PROLIFIC_PID,ExperimentalSession-Read_DO,ExperimentalSession-Build_DO,ExperimentalSession-Paint_DO,ExperimentalSession-Talk_DO,ExperimentalSession-Zerpie_DO,ExperimentalSession-Learn_DO,ExperimentalSession-Eat_DO,ExperimentalSession-Dance_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Please enter your Prolific ID here:,Were you able to watch and listen to the video?,Which room should Ryan read a book in?,Why did you choose this room?,,Which room should Ryan build a tower in?,Why did you choose this room?,,Which room should Ryan paint a picture in?,Why did you choose this room?,,Which room should Ryan talk to his friend in?,Why did you choose this room?,,Which room should Ryan learn Zerpie in?,Why did you choose this room?,,Which room should Alex learn the letters of the alphabet in?,Why did you choose this room?,,Which room should Ryan eat lunch in?,Why did you choose this room?,,Which room should Ryan dance in?,Why did you choose this room?,,"Based on the following text, what would you say is your favorite animal? There are thousands of possible choices of favorite animals, and your favorite animal may or may not have made this list. Please select Fish so we know you are paying attention.",What is the name of the child in this game?,What do you think this study was about?,What is your age?,What is your gender?,What is your race?,What percentage of time to you speak/hear English?,PROLIFIC_PID,Experimental Session - Read - Display Order,Experimental Session - Build - Display Order,Experimental Session - Paint - Display Order,Experimental Session - Talk - Display Order,Experimental Session - Zerpie - Display Order,Experimental Session - Learn - Display Order,Experimental Session - Eat - Display Order,Experimental Session - Dance - Display Order
9/21/21 18:34,9/21/21 19:10,IP Address,74.132.182.177,100,2138,True,9/21/21 19:10,R_22zCIqCmlLL0xkj,,,,,38.14630127,-85.86199951,anonymous,EN,61499829e6681902557e0808,Yes,B,although both rooms were noisy. a was nosier,1,B,i feel it would be better here,6,B,the color in B felt more inspiring for picture.,3,B,i was blue and quieter,1,B,B was less noisy and seemed like a good fit to lean a new language,1,B,its a better room for learning,1,B,it sounded like people were already eating in the room,1,A,it seemed more spacious. i dont know why.,7,Fish,Ryan,"it was an interesting survey. however, didn't know what it was for. i presume it was about finding the right fit for various activities ryan engaged in.",38,Male,Caucasian/White,100,,Explanation|5|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 19:04,9/21/21 19:11,IP Address,74.96.224.175,100,442,True,9/21/21 19:11,R_3kNCBbkMP4SgoLU,,,,,38.85740662,-77.09999847,anonymous,EN,6148d5e5f56ee71921fe6955,Yes,A,Much quieter in room a,1,A,Looks to be closer in age to Ryan ,4,A,The room is quieter,1,B,Room is much quieter ,1,B,I like the girls hair,4,A,"Looks more conducive to learning, room is quieter ",1,B,There seems to be activity in this room ,1,B,"Girl is wearing Indian garb, may have more fun dancing there",2,Fish,Ryan,Noise levels to complete activities ,30,Female,African American/Black,100,,Explanation|10|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 19:06,9/21/21 19:12,IP Address,99.105.244.207,100,403,True,9/21/21 19:13,R_3LYLsR2Hho8tWsH,,,,,33.55039978,-101.8871002,anonymous,EN,61492d5742a9eb9325b7662f,Yes,A,quiet,1,B,more kids to play with,1,B,quiet,1,A,quiet,1,B,quiet,1,B,quiet,1,B,more kids to socialize with during lunch,1,A,more kids to dance with,1,Fish,Ryan,quiet rooms,19,Male,Caucasian/White,98,,Explanation|5|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 19:01,9/21/21 19:14,IP Address,100.11.108.207,100,768,True,9/21/21 19:14,R_3lRGnufsQb1iEBX,,,,,40.23629761,-75.29599762,anonymous,EN,61474fa22647f833b3d10084,Yes,B,better reading space,6,B,no noise in room B,1,B,personally do not like the color,3,A,Room A is quieter.,1,B,better environment for learning.,1,B,seems more conducive.,1,A,A is quiet.,1,A,The character from room A looks more like a dancer.,4,Fish,Ryan,choosing where Ryan would go to do a set of activities.,34,Male,African American/Black,100,,Explanation|25|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 19:02,9/21/21 19:14,IP Address,153.42.126.74,100,704,True,9/21/21 19:14,R_2U3L7LQHItwc3Wv,,,,,40.17880249,-77.00469971,anonymous,EN,613d3de6b4d272da1ebef230,Yes,A,he would get less distracted in the first room,6,B,in the first room its very noisy and sounds like its super crowded the tower could get knocked over while the other room (the one I chose) is much more calm,1,B,ryans painting might get messed up given all the background commotion noise in the first one so the second one would be the better option,1,A,he will have an easier time talking and listening in the first one since it isn't so loud,1,A,concentration for learning will be better because it seems to be less chaotic,1,A,its more quiet so he can focus more in that one,1,A,it wasn't as loud as the other room,1,A,this room seems like it would allow music for dancing while the other seems more strict,7,Fish,Ryan,"I thought the animations were easy to follow , I enjoyed it ",19,Female,Caucasian/White,100%,,Explanation|10|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 19:07,9/21/21 19:15,IP Address,73.172.46.177,100,428,True,9/21/21 19:15,R_3nhYblZO4XTDLh5,,,,,39.33610535,-76.53890228,anonymous,EN,6149debb4882259b59d44554,Yes,B,quiet,1,A,It is the quieter room,1,A,quieter room,1,A,quiet,1,A,quieter,1,B,quiet,1,B,more friends to socialize,1,B,quieter,1,Fish,Ryan,prefering to be in a quiet ot loud place to do activities,23,Female,Caucasian/White,100,,Explanation|20|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 19:10,9/21/21 19:19,IP Address,172.56.42.70,100,550,True,9/21/21 19:19,R_A1IrsGgsecYQMmZ,,,,,47.30119324,-122.206604,anonymous,EN,61495495dc4a52a7723703f0,Yes,B,I’m not sure why I chose this one ,5,B,Room B seemed less destructive ,1,B,I’m not sure why ,5,A,The girl in the first video seems nice ,4,A,It’s quieter so he can concentrate more ,1,A,The first room seems quieter which may be better for learning ,1,A,"Again, I would prefer the quiet room ",1,A,Room A seemed louder maybe better for dancing ,1,Elephant,Ryan,Maybe personality traits ,26,Female,Other,98%,,Explanation|10|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 19:13,9/21/21 19:21,IP Address,96.37.59.1,100,473,True,9/21/21 19:21,R_3LhxicFzTIAPGxB,,,,,34.94459534,-82.2213974,anonymous,EN,6134e51f8e6a48b8fab9bd1e,Yes,B,Easier to concentrate in a quieter room,1,B,It seems less likely the tower would get knocked down in room B,1,B,"It was a quieter, calmer environment",1,A,It seemed to be a little quieter,1,B,It seems easier to learn in the quieter room,1,A,"It was quieter, but it still sounded like there were people in there who could help",1,B,Sounds like there are more people in the room to talk to during lunch,1,A,Seems like a better environment to dance in since it would not be as disruptive,1,Fish,Ryan,How people make their decisions,23,Female,Caucasian/White,100,,Explanation|25|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 19:08,9/21/21 19:22,IP Address,69.47.121.232,100,842,True,9/21/21 19:22,R_3nHGHDFHYr3nmzb,,,,,42.33529663,-83.28639984,anonymous,EN,614950deeb5dee1a4934df1f,Yes,B,Room B is quiet letting Ryan concentrate on the book he would like to read.,1,B,Room B was louder and building a tower would be loud if it got knocked over.,1,A,"I think either room would be okay, but room A seemed like it would have less kids running around knocking over paint or ruining Ryans painting.",1,A,Both rooms had noise but Room A was a little quieter making Ryan and his friend able to concentrate on each other better. ,1,B,Room B was more quiet letting Ryan and his neighbor able to talk and listen better. ,1,B,Room B was more quiet than Room A making it easier to pay attention. ,1,B,"Kids tend to be loud when eating lunch, and it gives Ryan time to talk with friends because Room B is louder.",1,A,Room A seemed to have bells playing in the background so Room A might have music for Ryan to dance to.,1,Fish,Ryan,"I think this study is for teachers teaching younger kids, and learning what environment a kid would most likely do such activities best in.",19,Female,Caucasian/White,100%,,Explanation|25|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 19:17,9/21/21 19:29,IP Address,72.209.18.145,100,713,True,9/21/21 19:29,R_3lrJF3PWY0jOGtm,,,,,41.77600098,-72.52829742,anonymous,EN,6143b07bdba7c8035297146c,Yes,B,its quieter so it is easier to concentrate. ,1,A,"It sounded quieter, therfore the other room would be louder making it seem it is rowdy which would be harder to build a tower in.",1,B,"quieter, and more vibrant. the other room you can hear building blocks so they might be doinng an activity that might get in the way of your picture.",1,A,its quieter so you can here each other more clearly,1,B,easier to concentrate because it;s quieter,1,A,It would be easier to concentrate.,1,B,sounds more social so it might be fun because there would be more people to talk to.,1,A,in the background it sounds like they were banging bottles so they could join in your music as a group.,1,Fish,Ryan,Peoples preferences on the activities done in loud or quiet rooms,20,Male,Caucasian/White,100,,Explanation|20|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 19:15,9/21/21 19:30,IP Address,67.163.88.177,100,935,True,9/21/21 19:30,R_3V0XwYvn37dtYC5,,,,,40.77420044,-111.8721008,anonymous,EN,614683d41e70e6a9457f6b17,Yes,B,The room on the left seemed rowdy and too loud to read a book in. The room on the right was fairly quiet which makes it easier to focus as you read.,1,B,"The sounds in the background almost sounded like things were being created, so he would be included in the creating of something if he chose the room on the right.",1,A,"Room A sounded like it held excited and chatty children, which is a more fun and creative environment to create/paint in.",1,B,"It was a bit quieter in the room on the right, so Ryan would be able to have a more quality conversation with his friend without having to shout over other people.",1,B,"The room on the right seemed a little quieter and the girl on the right had a more calm vibe to her, which means she may be a good listener/teacher and since the room is quieter it would be easier to study in.",1,B,The sounds coming from Room A seemed too chaotic to try and learn something like letters in. Room B seemed more chill and focused even though there were also noises coming from room b.,1,A,It sounded like there was more chatter coming from the room on the left and the vibe of the girl on the left seemed friendlier.,1,A,The sounds coming from the room on the left seemed more consistent with positive energy that you would want when dancing. ,1,Fish,Ryan,"What makes kids tick and what the majority of kids come to the conclusion of based on sounds, colors, and voices.",22,Female,Caucasian/White,100%,,Explanation|25|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 19:23,9/21/21 19:32,IP Address,47.39.199.253,100,536,True,9/21/21 19:32,R_2TB6NZORIO5VUSA,,,,,33.93319702,-83.35359955,anonymous,EN,61478ecd1e01b9439f5f7414,Yes,B,The second room seemed quieter. ,1,B,The woman seemed more fun. ,4,A,The woman seemed more mature. ,4,A,Room A sounded louder. ,1,B,The woman seemed more mature in room B,4,B,I liked the woman’s haircut. ,4,B,I felt like I could relate to the second woman more. ,4,B,The woman seemed like she would be a better dancer. ,4,Fish,Ryan,I’m not 100% sure. But if I had to guess it probably had something to do with children’s biases toward how people presented themselves/look.,19,Female,African American/Black,99%,,Explanation|15|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 19:22,9/21/21 19:34,IP Address,74.105.173.244,100,709,True,9/21/21 19:34,R_2TsYZVExfS43irs,,,,,40.59210205,-74.62380219,anonymous,EN,613e8127248eb3c0a44ee752,Yes,B,"Sounded like there was less catastrophe happening in room B, it seemed more quiet for Ryan to concentrate on reading",1,A,"There's less noise, that way when he builds his tower it won't get destroyed by other children playing.",1,A,"He could paint with other children, and it has little chance of it getting destroyed if the other children are occupied",1,B,The children sounded less hostile in this room and more willing to listen to others,1,B,This room says way more peace and quiet than the other,1,A,The children in this room seemed more subtle and willing to listen then the other room which sounded as though they were arguing or possibly crying,1,A,It sounds less crowded and less likely a mess would occur and he could eat his lunch in peace,1,B,"He sounds less likely to be disturbed in this room, as the child in there is asking to use a device meaning he wouldn't be disrupted by that child",1,Panda,Richard,I have no clue,18,Female,"African American/Black,Caucasian/White",90,,Explanation|20|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 19:13,9/21/21 19:34,IP Address,71.126.6.102,100,1265,True,9/21/21 19:34,R_3PEMP5jfSnMOIC9,,,,,42.96850586,-78.74919891,anonymous,EN,6149d36f807ce70759c780a5,Yes,B,The girl in room B is looking more friendly.,4,B,I think the girl in room B is more friendly.,4,A,The girl in room B is looking more friendly.,4,A,The girl in room A is looking more friendly.,4,B,I think the girl in room B is more friendly and the room B is very much silent for learning.,1,B,I think the girl in room B is more friendly.,4,B,I think the girl in room B is more friendly and ryan will enjoy.,4,B,Room B is looking good and the girl in room B looking good.,4,Fish,Ryan,This study was about children.How they react about different people.,41,Male,Caucasian/White,100,,Explanation|25|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 19:24,9/21/21 19:34,IP Address,24.148.5.37,100,586,True,9/21/21 19:34,R_3qDW1zygO1o6QA3,,,,,41.95550537,-87.66130066,anonymous,EN,61115445667e7262d9b72e18,Yes,B,Quieter space for reading.,1,A,"Again, room A seemed less rowdy. He could build a tower without worrying as much about other children running around and knocking things over.",1,B,"In room A you could hear things being thrown around. Even though both are noisy, room B sounds like it is productive noise.",1,A,"Quieter space, he could hear his friend talking to him without having to yell",1,B,Quieter environment more suited for learning.,1,A,Quieter space more suitable for a learning environment; less distractions.,1,A,Room A seems quieter and like a better place to just sit and eat.,1,A,It seemed quieter and less rowdy.,1,Fish,Ryan,Choosing the best environment for different activities based on perceived noises and learning space.,22,Female,"Caucasian/White,Hispanic/Latinx",95%,,Explanation|15|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 19:21,9/21/21 19:35,IP Address,72.230.84.29,100,811,True,9/21/21 19:35,R_32UZV8GW8MW2KC9,,,,,43.04510498,-76.17389679,anonymous,EN,61485565270231e9b12c2582,Yes,A,good .,7,A,good,7,B,good,7,B,good,7,A,good ,7,A,good,7,A,good ,7,A,good for me.,7,Fish,Ryan,good study.,48,Male,Caucasian/White,100,,Explanation|10|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 19:23,9/21/21 19:35,IP Address,97.75.235.237,100,730,True,9/21/21 19:35,R_3HzamC5vVAYxy79,,,,,32.7098999,-92.10099792,anonymous,EN,61468b61a2c2c5d6a9557517,Yes,A,Ryan wants to go to A because she looks more his age...,4,B,both said Ryan could...seems like room B was the less obvious choice,7,B,"Ryan is going with B, though both seem noisy. I'm thinking horizon/sunset for the canvas...",1,B,I think I'm more familiar with the people in room B,7,A,Ryan chose A because he knows she speaks Valley Girl and perhaps even a made up language like Zerpie.,4,A,"While Ryan is way too old to not know the alphabet, the woman with glasses lends the perception of being more learned than the one without.",4,A,"Not that comfortable with either, I chose A because she looks like a ballerina...",4,A,"Ryan knows ""blondes have more fun.""",4,Fish,Ryan,"I thought it was fun, though I don't think you're going to get the bias for which you're looking.",43,Male,Caucasian/White,98,,Explanation|5|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 19:26,9/21/21 19:35,IP Address,24.10.2.5,100,551,True,9/21/21 19:35,R_2tbOc8guiwGAzyg,,,,,38.664505,-121.4869995,anonymous,EN,61451c5a5200c302a0b05b5e,Yes,A,Slightly quieter,1,B,Less people to knock tower over,1,A,"Quieter,easier to focus",1,A,"Quieter, easier to communicate with friends ",1,B,Lots of people to practice with as the room was louder,1,B,"Quieter, easier to focus",1,B,More children to interact with ,1,B,More people to watch/ join in,1,Bird,Ryan,Focus,28,Female,"Caucasian/White,Hispanic/Latinx",100,,Explanation|10|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 19:02,9/21/21 19:36,IP Address,47.78.184.156,100,2012,True,9/21/21 19:36,R_22nvFgUEU1fBtZE,,,,,37.75100708,-97.8219986,anonymous,EN,61439912a2fae76f37a7e3af,Yes,A,"room A,seenig less sound this room.",1,A,to reach my goal,6,B,"room B,here  can draw in solitude.",1,A,"room A, bettar for me talk to my favorite tv show",6,A,room a.becaus this room bettar for learn zerpie in,6,A,roomA bettar for me.,6,B,room b,6,B,"room b,i will go this room,because the sound of the room is low",1,Fish,Ryan,an instructive video.,27,Male,Caucasian/White,100%,,Explanation|5|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 19:27,9/21/21 19:41,IP Address,216.227.83.104,100,858,True,9/21/21 19:41,R_1PSiHBp8nNN4hck,,,,,42.34829712,-73.58570099,anonymous,EN,613a0cc3bb0bfaa8ebcc4275,Yes,A,It sounded quieter inside,1,A,Sounded like kids were running around knocking stuff over in room B,1,B,It sounds calmer,1,A,Quieter therefore easier to converse within,1,A,A quieter place/fewer distractions ,1,A,It’s quieter.,1,B,Sounded more peaceful inside,1,A,It sounded more festive inside,1,Fish,Ryan,Biases ,32,Male,Caucasian/White,100,,Explanation|10|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 19:35,9/21/21 19:43,IP Address,47.42.2.224,100,482,True,9/21/21 19:43,R_OILQEi8pzXwdGyl,,,,,34.69230652,-82.29190063,anonymous,EN,5ed6866f9c98550b6a7c10dc,Yes,B,felt like a room you could concentrate in,1,B,seems like more fun social situation to be in a more active room,1,B,both options suck but room b is a little quieter/more inviting,1,B,seems more like a social situation to talk amongst others based on background noise,1,A,noises in room b were very distracting to think,1,A,"Quieter for learning, more inviting person with glasses than RBF (resting b face)",1,A,"again, quieter space to enjoy lunch",1,B,background noise was more inviting ,1,Fish,Ryan,judgment about difference races?,31,Female,Caucasian/White,100,,Explanation|20|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 19:34,9/21/21 19:44,IP Address,98.247.80.158,100,587,True,9/21/21 19:44,R_d5aqecNLeNAVoUF,,,,,48.79899597,-122.4499054,anonymous,EN,606ce8f6de7a232972fb2d64,Yes,B,Room B was quieter,1,A,B was too noisy,1,B,Room B was quieter,1,A,A asked first,8,B,"It sounded like there were more people in room B, maybe they speak Zerpie and Ryan could learn form them",1,A,room b was too noisy,1,A,A asked first,8,B,It was noisier and he may not have been noticed while dancing,1,Fish,Ryan,Racial bias,43,Female,Caucasian/White,100,,Explanation|20|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 19:37,9/21/21 19:46,IP Address,74.74.136.42,100,554,True,9/21/21 19:46,R_1ihDw4SER53EriS,,,,,43.13609314,-77.46479797,anonymous,EN,61476a260e4c84dba9f026e0,Yes,A,It seemed more quite to read a book in room A,1,A,this room seemed calmer so Ryan can better build his tower without it being knocked over,1,B,The yellow walls in room B seem more like a room to be painting in ,3,B,there seems to be more of his friends in this room because it is louder,1,A,room A was more quite which is a better environment for learning,1,A,More quite environment that is better for learning ,1,A,I choose this room because it was the first person that asked him,8,B,There seemed to be more people conversating in room B,1,Fish,Ryan,Paying attention to background clues while being asked the same question ,21,Female,Caucasian/White,100%,,Explanation|5|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 19:39,9/21/21 19:46,IP Address,71.70.68.100,100,427,True,9/21/21 19:46,R_2qE3aWfh8qF5RAV,,,,,33.98750305,-81.00250244,anonymous,EN,613bced24539c8224fb0bcab,Yes,A,room b colors were too bright and distracting for reading,3,A,did not like the red walls in room b,3,B,yellow walls are way more fun and the girl in that room had a more fun outfit which i feel like goes well with painting,3,A,i like pink better than blue,3,A,i liked the yellow walls better and felt like it's a more fun environment to learn,3,A,the woman seemed nicer,4,B,"i liked the blue walls better, other room seems boring/depressing",3,B,the first room lady looked creepy,4,Fish,Ryan,a children's tv show,21,Female,Caucasian/White,98%,,Explanation|20|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 19:36,9/21/21 19:47,IP Address,206.74.212.136,100,645,True,9/21/21 19:47,R_3fCAwLF69Vgd3Qp,,,,,34.99130249,-81.17949677,anonymous,EN,613f9c6b2446969ad74a1054,Yes,B,The room was quite and the task would be able to be accomplished ,1,B,There are more kids to interact with and it would be fun to build a tower with them,1,A,There are less distractions going on.,1,B,There was not as much in terms of distraction coming from the room. It was quiet,1,B,B was quite then A and would allow for Ryan and Logan to focus on the Zerpie,1,A,There was less people in that room making it easier to learn,1,A,There are more people in room A. There are more people to talk tp. ,1,A,There are more people to dance in this room with. ,1,Fish,Ryan,Cognitive connections to different activités ,19,Female,Caucasian/White,100,,Explanation|25|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 19:38,9/21/21 19:48,IP Address,71.11.137.225,100,583,True,9/21/21 19:48,R_PXqDBG54GBLnhBv,,,,,38.4539032,-90.32800293,anonymous,EN,6146e1b8bed72f262a2541c6,Yes,B,it's much quieter,1,A,sounds like a lot of kids playing in that room,1,B,a nice quiet activity in a nice quiet room,1,B,it also seems quieter so my friend can hear me,1,B,quieter so he can concentrate better,1,A,quiet so he can concentrate,1,B,"both rooms sounded similar, so it doesn't matter which one he eats in. I just picked B because I like it",6,B,i should dance in the louder room to not disturb people,1,Fish,Ryan,when its appropriate to be loud or quiet,43,Female,Caucasian/White,100%,,Explanation|25|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 19:39,9/21/21 19:48,IP Address,73.44.0.228,100,564,True,9/21/21 19:48,R_2ydXy0wSVQXp34b,,,,,41.78210449,-87.604599,anonymous,EN,6124d72a90df0c1f7acad47a,Yes,A,it's quieter,1,A,arbitrary,6,B,no one in there,1,A,quieter,1,A,there is an annoying and loud banging sound in room b,1,B,it's quieter,1,B,quieter,1,A,there is music coming from that room,1,Fish,Ryan,i don't know,23,Female,Caucasian/White,100,,Explanation|10|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
